,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,label
4158,1.0,3.0,3.0,34,1,0,4,4,0,5,7,2,55620,1.0,15,9.0,9,0,6,3,3,1
4159,4.0,4.0,3.0,54,0,1,9,3,1,1,2,2,196130,2.0,17,23.0,5,4,4,3,3,0
4160,2.0,3.0,3.0,24,2,1,2,1,1,2,2,1,34070,0.0,13,6.0,5,1,2,3,3,0
4161,3.0,2.0,3.0,34,2,2,4,3,0,2,8,0,50630,6.0,12,12.0,1,0,0,3,3,0
4162,3.0,4.0,3.0,37,2,2,6,1,1,1,2,2,46390,2.0,12,12.0,5,1,3,3,3,0
4163,3.0,1.0,3.0,34,2,2,9,2,1,2,0,2,48760,2.0,21,14.0,11,5,8,3,4,0
4164,2.0,4.0,3.0,36,1,0,7,3,1,1,6,1,26900,0.0,11,10.0,9,2,8,3,3,0
4165,1.0,4.0,3.0,36,2,1,1,3,0,2,4,0,175670,5.0,13,7.0,1,0,0,3,3,0
4166,3.0,4.0,4.0,43,1,1,3,4,1,1,7,1,24080,1.0,12,25.0,25,4,12,3,3,0
4167,1.0,3.0,2.0,30,1,1,10,3,0,3,0,0,28140,1.0,24,10.0,10,0,9,3,4,0
4168,3.0,2.0,4.0,33,0,2,7,3,1,2,7,1,112450,0.0,21,8.0,7,0,7,3,4,0
4169,2.0,2.0,3.0,56,2,1,15,3,1,2,2,1,33120,9.0,19,7.0,5,4,3,1,3,1
4170,1.0,3.0,3.0,51,2,1,3,2,0,2,8,2,190490,7.0,14,23.0,20,15,15,3,3,0
4171,2.0,3.0,2.0,31,2,1,2,4,0,3,7,1,21410,4.0,20,12.0,7,7,7,3,4,1
4172,3.0,2.0,2.0,26,2,2,17,3,0,2,3,1,57690,1.0,19,5.0,5,4,3,2,3,0
4173,4.0,4.0,2.0,58,2,2,2,2,0,1,6,1,43850,1.0,13,40.0,40,15,6,2,3,1
4174,4.0,3.0,2.0,19,2,1,5,2,1,1,3,2,53320,1.0,23,0.0,0,0,0,3,4,1
4175,3.0,4.0,3.0,22,2,2,29,4,1,1,7,1,46630,0.0,13,3.0,2,2,1,3,3,0
4176,3.0,1.0,2.0,49,2,1,2,3,0,1,7,1,47240,1.0,11,16.0,15,5,11,2,3,0
4177,2.0,3.0,3.0,43,1,2,2,2,1,1,7,2,32110,4.0,13,18.0,3,1,2,4,3,0
4178,3.0,4.0,3.0,50,1,1,19,4,1,2,7,2,53770,4.0,14,16.0,2,2,1,4,3,0
4179,2.0,3.0,3.0,31,2,1,15,1,0,2,7,1,40660,3.0,22,4.0,2,2,2,2,4,1
4180,3.0,3.0,3.0,41,2,1,17,2,1,1,4,0,52080,3.0,11,12.0,9,0,7,1,3,0
4181,3.0,3.0,3.0,26,2,1,17,4,1,2,7,1,48770,1.0,13,8.0,8,5,7,4,3,0
4182,2.0,2.0,3.0,36,2,0,25,1,1,2,6,0,31170,6.0,21,7.0,3,0,1,4,4,0
4183,1.0,4.0,3.0,51,1,1,6,3,0,1,3,2,15690,2.0,11,18.0,4,0,3,4,3,1
4184,4.0,3.0,4.0,39,2,1,7,3,0,1,6,1,196580,4.0,13,17.0,15,5,9,4,3,0
4185,1.0,3.0,3.0,25,2,2,29,1,0,3,6,1,30690,2.0,14,6.0,2,2,2,2,3,0
4186,3.0,4.0,1.0,30,2,1,21,1,1,2,2,1,104350,0.0,11,12.0,11,4,7,3,3,0
4187,1.0,1.0,4.0,32,2,1,2,4,0,2,5,2,41480,7.0,15,10.0,5,0,4,2,3,1
4188,3.0,4.0,2.0,45,2,1,2,1,0,2,0,2,57680,5.0,23,9.0,6,0,3,3,4,0
4189,4.0,3.0,3.0,38,2,1,7,4,0,2,5,2,50420,3.0,16,19.0,3,2,2,3,3,0
4190,1.0,3.0,2.0,30,2,2,13,3,0,2,2,2,57700,1.0,16,5.0,5,0,4,4,3,0
4191,4.0,4.0,4.0,32,1,2,2,3,1,3,2,0,77560,0.0,21,9.0,8,0,7,3,4,0
4192,4.0,1.0,3.0,30,2,1,1,3,0,3,7,0,103060,5.0,13,8.0,3,2,2,3,3,0
4193,2.0,4.0,3.0,30,2,2,9,3,1,2,6,2,39360,0.0,11,6.0,5,1,2,3,3,0
4194,4.0,1.0,2.0,41,1,2,10,2,0,3,4,0,79450,4.0,12,21.0,7,7,7,2,3,0
4195,3.0,1.0,3.0,41,2,1,10,4,1,4,6,1,57430,2.0,12,7.0,5,1,4,4,3,0
4196,2.0,2.0,3.0,19,2,1,1,3,0,5,4,2,152020,1.0,18,1.0,1,0,0,2,3,0
4197,2.0,2.0,3.0,40,1,1,26,4,1,2,4,0,54400,1.0,12,20.0,20,2,13,3,3,0
4198,3.0,2.0,3.0,35,2,2,8,1,0,3,2,1,37600,1.0,14,10.0,10,0,6,3,3,0
4199,2.0,3.0,1.0,53,2,2,14,2,0,5,4,1,35170,2.0,12,13.0,7,4,5,2,3,0
4200,2.0,4.0,3.0,32,1,2,2,2,0,1,4,2,21660,1.0,19,9.0,9,3,7,1,3,0
4201,4.0,3.0,3.0,29,0,1,10,4,1,3,0,1,58690,1.0,11,10.0,10,0,9,4,3,0
4202,2.0,3.0,3.0,51,2,1,1,3,0,3,5,1,80080,2.0,15,10.0,1,0,0,3,3,0
4203,2.0,2.0,2.0,58,2,2,3,3,0,1,6,1,52060,4.0,11,9.0,1,0,0,1,3,0
4204,3.0,4.0,2.0,40,2,1,11,2,1,4,2,1,52950,7.0,18,15.0,12,2,11,3,3,0
4205,3.0,3.0,3.0,34,1,2,24,4,1,2,4,1,164130,6.0,16,6.0,4,1,2,3,3,0
4206,3.0,4.0,3.0,22,2,1,3,3,1,1,2,1,132690,1.0,25,2.0,2,2,2,3,4,0
4207,4.0,2.0,1.0,27,0,1,3,3,1,1,0,0,27830,6.0,16,6.0,2,2,2,4,3,0
4208,3.0,4.0,1.0,28,2,2,4,4,1,2,0,1,54330,1.0,13,5.0,5,0,2,2,3,0
4209,3.0,4.0,1.0,57,2,1,3,3,1,2,4,0,20130,3.0,14,12.0,5,1,4,3,3,0
4210,3.0,3.0,2.0,27,0,1,2,3,1,1,4,0,139660,1.0,19,1.0,1,0,1,3,3,0
4211,3.0,2.0,3.0,50,2,1,4,3,0,2,4,2,43740,3.0,15,21.0,5,4,4,4,3,0
4212,1.0,3.0,3.0,41,2,2,7,4,1,4,2,0,68420,4.0,12,13.0,9,1,8,3,3,0
4213,2.0,4.0,3.0,30,2,0,1,4,0,1,3,1,174260,2.0,12,12.0,10,7,4,2,3,0
4214,1.0,4.0,4.0,38,2,2,1,1,1,2,2,2,176030,4.0,16,12.0,8,0,7,2,3,0
4215,3.0,3.0,3.0,32,2,1,20,3,0,1,4,2,45810,3.0,14,8.0,5,1,4,3,3,0
4216,3.0,2.0,2.0,27,2,1,5,4,1,2,0,1,47350,0.0,13,6.0,5,1,1,3,3,0
4217,3.0,1.0,4.0,19,1,1,10,2,1,2,0,2,41870,0.0,22,1.0,0,0,0,3,4,1
4218,4.0,2.0,2.0,36,1,2,25,3,0,2,5,2,55050,4.0,21,13.0,8,7,2,3,4,0
4219,3.0,1.0,3.0,30,0,2,1,3,0,1,7,0,54700,1.0,18,12.0,12,6,10,3,3,0
4220,3.0,1.0,4.0,45,2,1,24,2,1,2,7,0,54760,4.0,13,9.0,5,0,3,3,3,0
4221,3.0,1.0,3.0,56,2,1,4,3,1,4,3,0,25870,4.0,12,19.0,2,2,2,2,3,0
4222,3.0,4.0,4.0,33,2,1,2,2,1,1,7,2,24400,0.0,18,4.0,3,0,2,3,3,0
4223,2.0,4.0,2.0,19,2,1,8,2,1,2,7,2,159720,1.0,21,1.0,1,1,0,3,4,1
4224,2.0,1.0,3.0,46,2,1,10,3,0,2,2,0,153790,1.0,12,24.0,24,15,7,1,3,0
4225,3.0,4.0,3.0,38,2,2,4,4,1,1,4,2,70820,1.0,14,2.0,2,2,1,4,3,0
4226,4.0,2.0,3.0,34,2,2,9,3,0,2,3,2,53680,2.0,14,9.0,3,1,2,3,3,0
4227,2.0,2.0,2.0,41,2,1,18,4,1,5,2,2,53470,1.0,24,4.0,4,0,2,3,4,1
4228,3.0,3.0,2.0,50,2,2,19,4,1,3,7,1,31950,2.0,11,5.0,3,0,2,2,3,0
4229,4.0,1.0,3.0,53,2,2,1,2,1,1,3,0,39890,1.0,13,5.0,4,1,3,3,3,0
4230,4.0,2.0,3.0,33,2,1,4,3,1,1,1,1,33060,1.0,11,8.0,8,1,6,1,3,0
4231,4.0,3.0,3.0,40,2,1,11,3,0,2,7,1,70050,1.0,20,21.0,20,9,9,3,4,0
4232,3.0,2.0,3.0,55,2,1,6,1,0,2,2,2,26550,8.0,17,36.0,24,2,15,2,3,0
4233,4.0,3.0,2.0,34,1,0,7,4,0,1,6,1,13930,1.0,11,10.0,10,1,9,4,3,0
4234,4.0,2.0,3.0,51,2,0,4,2,1,2,8,2,25700,3.0,18,21.0,7,1,0,3,3,0
4235,3.0,3.0,3.0,52,2,1,2,4,0,2,8,1,35370,0.0,11,34.0,33,11,9,3,3,0
4236,4.0,2.0,2.0,27,2,2,15,3,1,1,6,2,39860,1.0,12,7.0,7,0,3,3,3,0
4237,2.0,3.0,3.0,35,2,1,2,4,0,2,5,1,108830,3.0,12,8.0,1,0,1,4,3,1
4238,1.0,4.0,3.0,45,0,1,9,2,0,1,7,1,95250,9.0,19,22.0,20,11,8,3,3,0
4239,2.0,1.0,2.0,37,2,1,7,3,0,1,6,1,29290,1.0,12,8.0,8,1,7,1,3,0
4240,2.0,2.0,3.0,35,1,1,1,3,1,2,5,2,22750,5.0,13,10.0,6,1,2,4,3,0
4241,3.0,3.0,3.0,42,0,1,1,1,1,2,7,0,78790,2.0,11,11.0,5,0,2,3,3,0
4242,4.0,3.0,3.0,38,2,2,8,2,1,5,6,1,49300,9.0,14,14.0,1,0,0,3,3,0
4243,4.0,4.0,1.0,38,2,0,25,1,0,1,4,1,78470,3.0,14,9.0,7,1,7,4,3,0
4244,3.0,1.0,3.0,27,1,1,13,4,1,1,3,1,44010,5.0,13,6.0,2,2,0,2,3,0
4245,4.0,4.0,3.0,49,0,1,23,1,0,2,7,0,92410,1.0,19,7.0,7,1,7,3,3,0
4246,4.0,3.0,4.0,34,1,1,7,2,1,4,8,0,29740,1.0,23,5.0,5,2,0,3,4,0
4247,3.0,4.0,4.0,40,2,1,23,3,0,1,2,1,45020,8.0,12,15.0,7,3,7,2,3,0
4248,2.0,1.0,3.0,38,2,2,6,4,0,3,6,1,107480,7.0,15,17.0,1,0,0,3,3,1
4249,2.0,4.0,2.0,29,2,2,10,2,0,2,6,1,15550,1.0,19,10.0,10,1,9,3,3,1
4250,4.0,2.0,2.0,22,2,1,1,3,0,4,0,0,129360,1.0,11,4.0,4,2,2,3,3,0
4251,2.0,4.0,3.0,36,1,1,1,3,0,2,2,2,23050,1.0,17,8.0,8,1,7,3,3,0
4252,4.0,4.0,1.0,40,0,1,28,2,1,1,4,1,167040,9.0,22,5.0,3,0,2,4,4,0
4253,4.0,1.0,3.0,46,2,1,25,1,1,5,6,0,34330,7.0,18,17.0,4,0,3,3,3,0
4254,4.0,4.0,2.0,32,2,1,5,3,1,1,0,1,34770,1.0,11,14.0,14,9,8,4,3,1
4255,3.0,3.0,3.0,30,0,1,17,4,1,2,0,2,64300,1.0,12,12.0,11,5,8,2,3,0
4256,4.0,3.0,3.0,27,1,1,18,2,0,1,2,2,65160,1.0,19,7.0,7,0,7,3,3,0
4257,2.0,2.0,1.0,51,2,1,2,1,0,1,4,1,39070,5.0,13,16.0,10,4,7,3,3,0
4258,4.0,1.0,3.0,30,2,1,10,4,0,2,6,2,55620,5.0,13,8.0,5,0,4,2,3,1
4259,4.0,4.0,3.0,41,2,1,1,3,1,2,1,2,68830,3.0,19,16.0,1,0,0,2,3,0
4260,3.0,1.0,2.0,30,1,2,3,2,1,2,0,2,28620,5.0,14,9.0,6,0,1,2,3,1
4261,3.0,3.0,2.0,29,2,1,2,3,1,1,7,2,49780,0.0,13,7.0,6,1,5,2,3,1
4262,4.0,4.0,3.0,45,0,1,2,3,0,2,6,2,103680,6.0,12,23.0,19,12,8,3,3,0
4263,4.0,1.0,3.0,54,2,2,8,2,0,2,2,1,61340,2.0,19,16.0,6,0,5,2,3,0
4264,4.0,2.0,4.0,36,2,1,16,4,1,1,0,2,67350,8.0,25,16.0,13,3,7,2,4,0
4265,3.0,2.0,3.0,33,2,2,9,1,0,3,7,1,32950,6.0,22,7.0,3,1,1,3,4,0
4266,2.0,4.0,3.0,37,1,2,2,4,1,2,2,0,52380,1.0,15,10.0,10,0,7,3,3,0
4267,1.0,3.0,2.0,38,2,1,1,2,1,4,2,0,64720,0.0,12,17.0,16,5,13,3,3,0
4268,3.0,3.0,3.0,31,0,2,4,1,0,3,6,1,96100,0.0,11,6.0,5,1,4,2,3,0
4269,3.0,4.0,3.0,59,2,1,5,3,0,3,3,1,198330,3.0,13,7.0,1,0,0,3,3,0
4270,1.0,4.0,3.0,37,1,2,2,3,0,2,2,0,97560,4.0,19,13.0,9,5,8,3,3,0
4271,2.0,4.0,3.0,29,1,2,15,4,0,1,7,1,49680,1.0,19,11.0,11,4,1,3,3,0
4272,3.0,3.0,4.0,35,1,1,19,3,0,1,7,2,21450,1.0,13,10.0,10,0,8,2,3,0
4273,3.0,4.0,2.0,29,2,1,7,1,0,1,6,2,21800,1.0,21,4.0,4,0,1,3,4,1
4274,3.0,4.0,2.0,52,2,1,1,2,0,4,3,2,83460,7.0,14,6.0,2,2,2,3,3,0
4275,3.0,4.0,3.0,42,2,1,7,4,0,2,7,1,34450,1.0,11,22.0,22,11,15,3,3,0
4276,2.0,3.0,2.0,59,2,1,4,4,1,1,0,1,27600,8.0,11,7.0,2,2,2,4,3,0
4277,4.0,4.0,2.0,50,2,1,11,2,1,2,7,0,62940,3.0,23,32.0,7,0,6,4,4,0
4278,3.0,4.0,1.0,33,2,2,11,4,1,1,6,1,71400,5.0,21,8.0,5,0,4,2,4,1
4279,4.0,4.0,3.0,43,2,2,1,3,0,2,4,1,29320,5.0,24,22.0,17,1,9,3,4,0
4280,1.0,1.0,4.0,33,2,2,1,3,1,2,3,1,51470,7.0,11,13.0,9,1,7,3,3,1
4281,1.0,3.0,4.0,52,0,1,2,3,1,1,7,2,45070,1.0,14,33.0,33,15,12,2,3,0
4282,3.0,2.0,3.0,32,2,0,13,4,0,3,4,1,85640,2.0,16,6.0,4,1,2,2,3,0
4283,4.0,3.0,1.0,32,2,2,23,1,1,3,0,2,24680,0.0,11,4.0,3,1,2,3,3,1
4284,3.0,3.0,3.0,39,2,2,26,4,1,2,5,0,81610,7.0,12,7.0,3,1,2,4,3,0
4285,3.0,4.0,3.0,32,0,2,2,4,1,4,6,1,21090,0.0,13,4.0,3,2,2,2,3,0
4286,3.0,1.0,2.0,41,2,2,29,3,0,2,2,0,52940,2.0,15,17.0,1,0,0,2,3,0
4287,3.0,4.0,3.0,45,2,1,18,1,0,2,8,1,58110,0.0,14,25.0,24,1,7,2,3,0
4288,2.0,3.0,3.0,31,1,1,7,4,1,1,6,0,24370,9.0,14,9.0,2,2,2,4,3,0
4289,3.0,4.0,2.0,33,2,1,2,4,0,1,7,1,27660,1.0,12,2.0,2,0,2,3,3,0
4290,4.0,1.0,3.0,34,2,1,26,3,0,1,7,1,190380,6.0,13,13.0,11,5,9,2,3,0
4291,3.0,1.0,2.0,37,2,1,22,5,0,2,4,1,30550,2.0,14,17.0,3,0,2,3,3,0
4292,1.0,3.0,3.0,45,1,2,21,1,1,3,6,1,22890,4.0,13,9.0,3,0,2,2,3,0
4293,1.0,3.0,3.0,37,1,2,2,3,1,1,2,0,40010,6.0,11,17.0,1,0,0,3,3,1
4294,3.0,3.0,3.0,39,1,1,22,3,0,1,4,2,129650,0.0,19,20.0,19,11,8,3,3,0
4295,3.0,4.0,3.0,29,2,2,4,3,0,2,1,2,35390,1.0,18,6.0,6,1,5,2,3,0
4296,4.0,1.0,3.0,42,2,1,5,4,0,1,6,2,60290,3.0,17,10.0,3,0,2,3,3,0
4297,4.0,4.0,3.0,29,2,1,2,4,1,1,2,0,26790,2.0,15,10.0,3,0,2,2,3,0
4298,1.0,3.0,3.0,25,2,1,25,2,1,2,7,1,37020,0.0,20,5.0,4,1,2,3,4,0
4299,4.0,1.0,3.0,42,2,2,18,2,1,1,2,0,23980,0.0,14,10.0,9,7,8,2,3,0
4300,2.7028972751025306,1.8514486375512653,2.1485513624487345,41,1,1,9,3,1,1,5,0,28453,1.4456540873462043,12,5.702897275102531,4,2,2,3,3,1
4301,4.0,4.0,2.0,29,1,1,13,2,0,1,2,2,52200,1.0,17,1.0,1,1,0,2,3,1
4302,2.0353756192265147,2.0353756192265147,3.0,18,1,1,2,3,1,1,7,2,34679,1.0,18,0.03537561922651444,0,0,0,3,3,1
4303,1.0,1.0,4.0,33,2,2,1,3,1,2,3,1,51470,7.0,11,13.0,9,1,7,3,3,1
4304,2.0,4.0,2.0,29,2,2,10,2,0,2,6,1,15550,1.0,19,10.0,10,1,9,3,3,1
4305,1.6135391588408527,1.0,2.6135391588408527,42,2,1,7,3,1,1,4,0,33941,5.386460841159147,18,15.613539158840853,2,2,2,3,3,1
4306,3.0,1.0,2.5644410906788826,33,1,2,16,3,1,1,4,0,22895,0.0,17,12.404501458458999,11,5,7,2,3,1
4307,2.616435088816279,3.616435088816279,3.1917824555918606,40,1,2,1,2,0,2,4,2,97350,1.0,21,7.465740355265115,7,3,5,3,3,1
4308,3.0,3.0,3.0,18,0,1,2,4,1,3,2,2,109650,1.0,18,0.0,0,0,0,4,3,1
4309,1.4846015870188647,2.453804761056594,2.5153984129811353,32,2,1,13,2,0,2,4,0,26585,4.515398412981135,12,7.938406348075459,4,0,1,3,3,1
4310,4.0,3.0,3.0,58,2,2,9,2,0,4,7,2,59570,4.0,14,7.0,1,0,0,1,3,1
4311,2.141506745777237,3.6194977514075877,3.6194977514075877,50,2,1,14,1,0,2,5,0,59712,4.0,12,20.00945277955934,4,2,1,2,3,1
4312,1.0,3.0,3.0,50,2,1,12,4,1,1,5,1,49000,1.0,11,3.0,3,0,2,2,3,1
4313,3.430337177508921,2.2910115325267637,2.0,31,1,1,2,2,1,2,0,2,28658,3.278651289964315,15,9.430337177508921,7,3,4,2,3,1
4314,1.0,1.0,3.0,29,2,1,8,2,1,1,3,0,28530,4.0,14,4.0,2,2,0,2,3,1
4315,3.9253701856629184,2.850740371325837,2.0746298143370816,30,2,1,13,2,1,2,6,1,49605,1.0,14,9.328331670966264,9,5,6,2,3,1
4316,2.0,1.0,3.0,34,1,2,17,1,1,1,5,0,20010,9.0,22,11.0,3,0,2,4,4,1
4317,1.0,3.0,1.0,21,1,1,20,2,0,4,6,2,53370,1.0,14,2.0,2,2,2,3,3,1
4318,4.0,3.0,2.0,19,2,1,5,2,1,1,3,2,53320,1.0,23,0.0,0,0,0,3,4,1
4319,1.6167638888613614,1.6167638888613614,1.0,42,0,1,8,3,0,2,7,0,195848,6.308381944430681,14,11.167638888613613,7,4,3,3,3,1
4320,1.0,1.0,3.0,25,2,1,5,2,0,3,2,1,26600,5.0,13,6.0,2,0,2,3,3,1
4321,2.0,2.0,3.0,30,1,1,8,4,1,1,7,2,191440,0.0,11,4.0,3,1,2,3,3,1
4322,1.6866838145398408,3.0,1.2288946048466136,20,1,1,16,2,0,3,5,2,53358,1.0,16,1.5422107903067728,1,1,1,3,3,1
4323,2.4652910771253618,1.465291077125362,3.0,31,1,2,14,1,0,1,4,0,20023,7.138835691498552,19,8.67354461437319,2,0,1,3,3,1
4324,3.0,2.0,3.0,21,2,0,10,2,1,1,2,2,53730,1.0,12,1.0,1,0,0,3,3,1
4325,4.0,3.0,3.0,37,2,1,2,3,1,1,7,2,56470,6.0,19,7.0,0,0,0,3,3,1
4326,2.6885526548766876,4.0,2.344276327438344,21,2,1,8,2,1,2,5,2,159083,1.0,17,3.4099342920684057,3,3,1,3,3,1
4327,1.0,3.1519841147505985,2.0,34,2,1,7,2,0,1,6,0,56619,6.696031770498803,12,8.392063540997606,1,0,0,2,3,1
4328,2.5513650606466776,3.724317469676661,2.275682530323339,27,1,1,6,2,1,2,6,2,159775,1.5513650606466776,19,2.102730121293355,0,0,0,3,3,1
4329,2.0,3.0,3.0,31,2,1,15,1,0,2,7,1,40660,3.0,22,4.0,2,2,2,2,4,1
4330,1.0,2.0,3.0,26,2,1,4,3,1,3,6,0,68540,2.0,11,5.0,3,0,2,2,3,1
4331,1.0,3.0,1.0,28,2,1,11,2,1,2,7,2,58130,2.0,20,5.0,0,0,0,3,4,1
4332,2.9372912786656764,2.291527519110451,3.3542362404447745,46,1,2,8,2,1,1,0,1,63381,2.708472480889549,11,15.81187383599703,6,4,5,1,3,1
4333,1.52550462196864,3.52550462196864,2.0,38,2,0,10,4,1,2,4,1,47262,3.89798151212544,12,14.54091680456448,10,2,3,2,3,1
4334,1.4816348465348623,2.444904539604587,2.5183651534651377,31,2,1,7,2,0,1,7,2,49427,0.4816348465348623,13,3.5918257673256884,3,0,1,2,3,1
4335,1.8231128548561455,2.1768871451438545,1.8231128548561455,37,1,1,18,3,0,4,2,2,53452,1.0,22,3.646225709712291,3,0,2,3,3,1
4336,3.0,2.6129212396643693,2.3870787603356307,26,2,1,12,3,0,1,7,1,32070,4.0646061983218456,15,3.4516849586574767,1,1,0,2,3,1
4337,2.072355449035298,1.072355449035298,1.072355449035298,30,2,1,9,1,0,1,7,0,189412,2.036177724517649,12,8.891466826447052,2,1,2,2,3,1
4338,1.0,2.7514197422850577,3.2485802577149423,32,1,1,5,2,0,1,6,2,62055,1.0,17,10.768456649705753,10,2,6,2,3,1
4339,2.0,1.0,3.0,32,1,1,10,3,0,2,4,2,165980,1.0,13,10.0,10,6,7,3,3,1
4340,1.0,3.0,3.0,34,2,1,7,4,1,2,6,1,26940,1.0,16,2.0,2,2,2,3,3,1
4341,1.0,2.580675471720296,2.209662264139852,27,1,1,6,3,0,1,2,2,24044,1.0,11,2.886960377258667,2,1,2,3,3,1
4342,4.0,1.0,1.0,40,2,1,2,3,1,2,5,2,47750,3.0,15,15.0,5,1,0,4,3,1
4343,3.361949654476489,3.0429244817147336,2.0,28,0,1,14,2,0,1,2,2,52257,1.0,17,3.8712265548557987,3,1,2,2,3,1
4344,4.0,1.0,1.0,40,2,1,2,3,1,2,5,2,47750,3.0,15,15.0,5,1,0,4,3,1
4345,2.1431554209768353,3.237896386015443,3.6189481930077214,43,2,1,14,1,1,1,3,0,59819,3.237896386015443,11,20.76001566714671,6,2,1,2,3,1
4346,3.029498815265579,2.3529992101770523,3.323500394911474,46,1,2,8,2,1,1,0,1,63389,2.6470007898229477,11,16.088496445796736,7,5,5,1,3,1
4347,3.5029100978643024,1.4970899021356976,1.331393268090465,38,2,1,9,4,0,3,1,0,66887,7.0,13,8.0,2,1,2,3,3,1
4348,2.1121035819677916,3.2585976120214726,3.6292988060107363,43,2,1,14,1,1,1,3,0,59818,3.2585976120214726,11,20.956677314203986,6,2,1,2,3,1
4349,2.3977125555505916,1.0,2.801143722224704,27,0,1,17,1,0,1,4,1,135198,7.204574888898817,18,7.795425111101183,2,1,2,2,3,1
4350,3.8707666403118277,1.0646166798440861,3.0,33,0,1,25,2,0,1,7,1,36919,1.0,12,4.806149960467741,4,2,0,3,3,1
4351,3.0,2.0,3.0,31,1,2,2,3,1,2,7,2,25720,1.0,13,10.0,10,4,7,3,3,1
4352,2.114225702950422,3.2571828646997183,3.371408567650141,31,1,1,2,1,1,2,7,1,70977,1.0,14,7.400140026449015,7,0,5,3,3,1
4353,3.2024465900370593,2.531702273308627,3.7341488633456867,31,1,1,2,1,1,1,7,1,71013,1.0,14,4.860957956580195,4,1,3,3,3,1
4354,3.292180246925016,3.0,1.707819753074984,47,2,1,11,2,0,2,7,1,40737,6.23045061731254,23,10.46090123462508,7,6,5,2,4,1
4355,3.0,3.0013323300427635,1.9986676699572365,26,2,1,1,3,0,2,3,1,24195,1.0,19,1.0,1,0,0,1,3,1
4356,3.0,3.0,3.0,22,1,1,7,3,0,2,2,2,37850,5.0,13,4.0,2,1,2,3,3,1
4357,4.0,3.0,2.0,31,2,1,15,2,1,2,7,1,49600,1.0,15,10.0,10,6,7,2,3,1
4358,1.1271997626874497,2.0,3.0,38,1,1,14,1,0,1,5,2,28075,1.0,11,7.1096016611878525,7,6,6,4,3,1
4359,3.0,4.0,2.0,28,2,2,7,5,0,2,8,0,171230,5.0,15,6.0,4,0,3,2,3,1
4360,4.0,2.0,3.0,58,2,1,24,3,0,2,6,2,43170,7.0,17,40.0,31,13,8,3,3,1
4361,3.0,1.0,3.0,29,1,0,2,4,1,2,7,2,28750,1.0,11,1.0,1,0,0,3,3,1
4362,2.1893140720137336,4.0,2.1893140720137336,37,1,1,22,3,0,1,7,0,26564,3.242743711945065,13,8.296173351876396,5,0,0,3,3,1
4363,2.6140813111847363,3.6140813111847363,3.0,28,1,1,1,2,0,1,4,1,109130,1.7718373776305278,11,3.7014308217068477,1,0,0,3,3,1
4364,1.1404347683530542,1.421304305059163,2.859565231646946,27,2,1,7,2,0,2,2,0,26595,4.859565231646946,12,6.561739073412217,2,0,1,3,3,1
4365,1.0,1.0,3.0,25,2,2,16,4,1,2,6,1,198590,3.0,19,6.0,3,2,2,2,3,1
4366,3.0437778093510515,1.1313334280531553,2.9562221906489485,29,1,0,1,3,1,2,6,2,28748,1.0,11,1.3940002841594659,1,0,0,3,3,1
4367,1.2662900083561939,2.866854995821903,3.0,48,2,1,10,3,0,1,5,1,49010,1.399435012534291,12,3.5325800167123877,3,0,2,2,3,1
4368,4.0,2.0,3.0,58,2,1,24,3,0,2,6,2,43170,7.0,17,40.0,31,13,8,3,3,1
4369,2.317384292414887,2.9760764386223304,2.317384292414887,26,1,1,2,1,0,1,4,2,109326,2.706539268962782,13,4.413078537925564,3,0,2,3,3,1
4370,1.9428311414132617,3.0,2.8856622828265235,31,1,2,4,3,0,2,2,1,30578,1.228675434346953,18,1.9147017373878121,1,0,0,2,3,1
4371,3.0,3.0,2.0,28,2,1,19,4,0,2,7,2,32040,6.0,16,5.0,2,2,1,2,3,1
4372,1.0,2.0,3.0,32,2,1,26,3,0,2,5,2,88230,6.0,13,10.0,0,0,0,3,3,1
4373,2.4412645721305672,2.4412645721305672,3.0,26,1,1,2,4,0,1,5,2,23369,1.5587354278694328,15,5.5873542786943275,1,0,0,2,3,1
4374,1.0696811151621763,4.0,2.9303188848378237,49,1,1,6,2,0,1,3,1,15680,1.9303188848378237,11,17.44255107870259,4,0,3,3,3,1
4375,4.0,1.506116865601569,1.506116865601569,34,2,1,18,3,0,1,3,2,137610,1.0,12,9.49388313439843,9,1,7,3,3,1
4376,2.0,2.0,3.0,21,2,2,1,2,1,5,0,2,27910,1.0,14,1.0,1,1,0,4,3,1
4377,4.0,4.0,4.0,25,2,0,25,4,0,2,6,1,82680,1.0,12,7.0,7,5,6,2,3,1
4378,3.495452103460982,3.0090957930780364,2.4863563103829454,32,1,1,7,2,1,1,6,1,71221,3.018191586156073,17,5.522739482695091,4,0,3,2,3,1
4379,2.8409532704550537,2.772697819696631,2.227302180303369,32,2,1,4,2,0,1,4,2,27422,1.0,17,1.0,1,0,0,2,3,1
4380,3.0,4.0,3.0,46,2,2,1,2,0,2,6,2,97140,1.0,22,9.0,9,4,7,3,4,1
4381,1.0,1.0,4.0,33,2,2,1,3,1,2,3,1,51470,7.0,11,13.0,9,1,7,3,3,1
